,url,title,publish_date,summary,event_type,trigger,arg_subject,arg_weapon,arg_time,arg_location,label
10,https://baochinhphu.vn/bao-chi-cach-mang-viet-nam-ngon-co-tu-tuong-dong-luc-to-lon-gop-phan-dua-dat-nuoc-vung-buoc-vao-ky-nguyen-moi-102250620104800772.htm,"Báo chí cách mạng Việt Nam: Ngọn cờ tư tưởng, động lực to lớn góp phần đưa đất nước vững bước vào kỷ nguyên mới",20/06/2025 14:00,"Nhân kỷ niệm 100 năm Ngày Báo chí cách mạng Việt Nam (21/6/1925 - 21/6/2025), đồng chí Nguyễn Trọng Nghĩa, Uỷ viên Bộ Chính trị,  Bí thư Trung ương Đảng, Trưởng Ban Tuyên giáo và Dân vận Trung ương có bài viết với tiêu đề ""Báo chí cách mạng Việt Nam: Ngọn cờ tư tưởng góp phần đưa đất nước vững bước vào kỷ nguyên mới"". Cổng TTĐT Chính phủ trân trọng giới thiệu toàn văn bài viết.",Statement,bài viết,Chính phủ,,21/6/1925,,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
11,https://baochinhphu.vn/le-bao-cong-dang-bac-nhan-ky-niem-100-nam-ngay-bao-chi-cach-mang-viet-nam-102250620111711031.htm,Lễ báo công dâng Bác nhân kỷ niệm 100 năm Ngày Báo chí Cách mạng Việt Nam,20/06/2025 12:50,"Kỷ niệm 100 năm Ngày Báo chí Cách mạng Việt Nam (21/6/1925-21/6/2025), sáng 20/6, Đoàn đại biểu Người làm báo tiêu biểu do Ủy viên Bộ Chính trị, Bí thư Trung ương Đảng, Trưởng Ban Tuyên giáo và Dân vận Trung ương Nguyễn Trọng Nghĩa làm Trưởng đoàn dâng hương tưởng niệm Bác Hồ tại Nhà 67 trong Khu Di tích Chủ tịch Hồ Chí Minh tại Phủ Chủ tịch.",Condolence,tưởng niệm,Trưởng Ban Tuyên giáo và Dân vận Trung ương Nguyễn Trọng Nghĩa,,sáng 20/6,tại Nhà 67 trong Khu Di tích Chủ tịch Hồ Chí Minh tại Phủ Chủ tịch,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
12,https://baochinhphu.vn/toan-van-phat-bieu-cua-chu-tich-nuoc-tai-buoi-gap-mat-cac-nha-bao-tieu-bieu-nhan-ky-niem-100-nam-ngay-bao-chi-cach-mang-viet-nam-102250620121626462.htm,Toàn văn phát biểu của Chủ tịch nước tại buổi gặp mặt các nhà báo tiêu biểu nhân kỷ niệm 100 năm Ngày Báo chí cách mạng Việt Nam,20/06/2025 12:47,"Nhân kỷ niệm 100 năm Ngày Báo chí cách mạng Việt Nam (21/6/1925-21/6/2025), sáng 20/6, tại Phủ Chủ tịch, Chủ tịch nước Lương Cường đã có buổi gặp mặt tuyên dương người làm báo tiêu biểu toàn quốc. Cổng Thông tin điện tử chính phủ trân trọng giới thiệu toàn văn bài phát biểu của Chủ tịch nước.",Statement,phát biểu,Chủ tịch nước Lương Cường,,sáng 20/6,tại Phủ Chủ tịch,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
13,https://baochinhphu.vn/vinh-danh-150-nha-bao-tieu-bieu-tiep-noi-ngon-lua-100-nam-bao-chi-cach-mang-viet-nam-102250620105630061.htm,"Vinh danh 150 nhà báo tiêu biểu, tiếp nối ngọn lửa 100 năm Báo chí cách mạng Việt Nam",20/06/2025 11:17,"Nhân kỷ niệm 100 năm Ngày Báo chí cách mạng Việt Nam (21/6/1925 – 21/6/2025), sáng 20/6, tại Phủ Chủ tịch, Chủ tịch nước Lương Cường gặp mặt các nhà báo tiêu biểu toàn quốc.",Meeting,gặp mặt,Chủ tịch nước Lương Cường,,sáng 20/6,tại Phủ Chủ tịch,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,https://baochinhphu.vn/sang-mai-19-6-quoc-hoi-tien-hanh-phien-chat-van-va-tra-loi-chat-van-102250618102423796.htm,Quốc hội tiến hành phiên chất vấn và trả lời chất vấn,20/06/2025 06:50,"Phiên chất vấn và trả lời chất vấn tại kỳ họp thứ 9 Quốc hội khóa XV được bắt đầu từ sáng mai 19/6 và diễn ra trong 1,5 ngày (19-20/6) đối với 2 nhóm vấn đề. Chủ tịch Quốc hội sẽ có phát biểu khai mạc, kết thúc và điều hành các nội dung của phiên Phiên chất vấn.",Statement,phát biểu,Quốc hội khóa XV,,19/6,tại kỳ họp thứ 9 Quốc hội khóa XV được bắt đầu từ sáng mai 19/6 và diễn ra trong 1,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
15,https://baochinhphu.vn/pho-thu-tuong-le-thanh-long-dang-hoa-tai-tuong-dai-chu-tich-ho-chi-minh-o-tp-saint-petersburg-lb-nga-102250619230920943.htm,"Phó Thủ tướng Lê Thành Long dâng hoa tại tượng đài Chủ tịch Hồ Chí Minh ở TP. Saint Petersburg, LB Nga",19/06/2025 22:13,"Chiều 19/6 (giờ địa phương), nhân dịp tham dự Diễn đàn Kinh tế quốc tế Saint Petersburg lần thứ 28, Phó Thủ tướng Lê Thành Long và Đoàn đại biểu Việt Nam đã đến dâng hoa tại tượng đài Chủ tịch Hồ Chí Minh tại TP. Saint Petersburg, Liên bang Nga.",,,Phó Thủ tướng Lê Thành Long,,Chiều 19/6,tại tượng đài Chủ tịch Hồ Chí Minh tại TP,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
16,https://baochinhphu.vn/pho-thu-tuong-le-thanh-long-doi-thoai-ve-cac-van-de-nong-tai-dien-dan-kinh-te-quoc-te-saint-petersburg-lb-nga-102250619222905566.htm,"Phó Thủ tướng Lê Thành Long đối thoại về các vấn đề nóng tại Diễn đàn Kinh tế quốc tế Saint Petersburg, LB Nga",19/06/2025 21:46,"Ngày 19/6, tại Saint Petersburg (LB Nga), Phó Thủ tướng Chính phủ Lê Thành Long và đoàn Việt Nam đã tham dự phiên khai mạc trọng thể Diễn đàn Kinh tế quốc tế Saint Petersburg lần thứ 28 với chủ đề ""Các giá trị chung: Nền tảng của tăng trưởng trong thế giới đa cực"". Tham dự phiên khai mạc có đông đảo đại biểu đến từ hơn 140 quốc gia.",,,Phó Thủ tướng Chính phủ Lê Thành Long,,Ngày 19/6,tại Saint Petersburg (LB Nga),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
17,https://baochinhphu.vn/viet-tiep-nhung-chuong-moi-cho-quan-he-viet-nam-new-zealand-102250619161552571.htm,Viết tiếp những chương mới cho quan hệ Việt Nam - New Zealand,19/06/2025 19:35,"Tối 19/6, tại Hà Nội, Đại sứ quán New Zealand tại Việt Nam long trọng tổ chức Lễ kỷ niệm 50 năm thiết lập quan hệ ngoại giao Việt Nam - New Zealand.",,,Đại sứ,,Tối 19/6,tại Hà Nội,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
18,https://baochinhphu.vn/xay-dung-doi-ngu-nha-bao-tinh-gon-nhung-tinh-hoa-vung-chuyen-mon-giau-ban-linh-102250619192005426.htm,"Xây dựng đội ngũ nhà báo 'tinh gọn nhưng tinh hoa', vững chuyên môn, giàu bản lĩnh",19/06/2025 19:29,"Trưởng Ban Tuyên giáo và Dân vận Trung ương Nguyễn Trọng Nghĩa nhấn mạnh, cần xây dựng đội ngũ nhà báo ""tinh gọn nhưng tinh hoa"", vững chuyên môn, giàu bản lĩnh, giữ vững đạo đức, nêu cao tinh thần nhân văn, bảo vệ công lý và lẽ phải.",Statement,nhấn mạnh,Trưởng Ban Tuyên giáo và Dân vận Trung ương Nguyễn Trọng Nghĩa,,,,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
19,https://baochinhphu.vn/pho-thu-tuong-tran-hong-ha-mong-muon-tinh-van-nam-trung-quoc-tiep-tuc-di-dau-tang-cuong-giao-luu-hop-tac-voi-cac-dia-phuong-cua-viet-nam-102250619185303325.htm,"Phó Thủ tướng Trần Hồng Hà mong muốn tỉnh Vân Nam (Trung Quốc) tiếp tục đi đầu tăng cường giao lưu, hợp tác với các địa phương của Việt Nam",19/06/2025 19:21,"Trong khuôn khổ chuyến công tác tại tỉnh Vân Nam, Trung Quốc, tham dự lễ khai mạc Hội chợ Trung Quốc - Nam Á lần thứ 9 và Hội chợ Xuất nhập khẩu Côn Minh lần thứ 29, ngày 19/6, Phó Thủ tướng Chính phủ Trần Hồng Hà đã tiếp đồng chí Vương Dư Ba, Ủy viên Trung ương Đảng Cộng sản Trung Quốc, Tỉnh trưởng tỉnh Vân Nam.",,,Phó Thủ tướng Chính phủ Trần Hồng Hà,,19/6,tại tỉnh Vân Nam,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20,https://baochinhphu.vn/pho-thu-tuong-tran-hong-ha-gap-pho-thu-tuong-lao-kikeo-khaykhamphithoune-10225061918343195.htm,Phó Thủ tướng Trần Hồng Hà gặp Phó Thủ tướng Lào Kikeo Khaykhamphithoune,19/06/2025 19:20,"Chiều 19/6, nhân dịp tham dự Hội chợ Trung Quốc - Nam Á lần thứ 9 và Hội chợ Xuất nhập khẩu Côn Minh lần thứ 29 tại Vân Nam, Trung Quốc, Phó Thủ tướng Trần Hồng Hà đã có cuộc gặp với Phó Thủ tướng Lào Kikeo Khaykhamphithoune.",,,Phó Thủ tướng Trần Hồng Hà,,Chiều 19/6,tại Vân Nam,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
21,https://baochinhphu.vn/lich-su-bao-chi-cach-mang-viet-nam-1925-2025-luon-giu-vung-vai-tro-tien-phong-la-vu-khi-sac-ben-tren-mat-tran-tu-tuong-van-hoa-102250619184740076.htm,"‘Lịch sử Báo chí cách mạng Việt Nam 1925-2025’: Luôn giữ vững vai trò tiên phong, là vũ khí sắc bén trên mặt trận tư tưởng-văn hóa",19/06/2025 18:59,"Nội dung cuốn sách Lịch sử Báo chí cách mạng Việt Nam 1925-2025 bao quát một lĩnh vực rộng lớn, trải dài suốt một thế kỷ với nhiều biến động sâu sắc.",,,,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
22,https://baochinhphu.vn/pho-thu-tuong-tran-hong-ha-tham-khu-di-tich-chu-tich-ho-chi-minh-tai-tp-con-minh-tinh-van-nam-trung-quoc-1022506191744135.htm,"Phó Thủ tướng Trần Hồng Hà thăm Khu di tích Chủ tịch Hồ Chí Minh tại TP. Côn Minh, tỉnh Vân Nam (Trung Quốc)",19/06/2025 17:51,"Trong chương trình dự khai mạc Hội chợ Trung Quốc - Nam Á lần thứ 9 và Hội chợ Xuất nhập khẩu Côn Minh lần thứ 29, chiều 19/6, Phó Thủ tướng Trần Hồng Hà và Đoàn đại biểu Việt Nam đã đến dâng hoa và thăm Khu di tích lịch sử Chủ tịch Hồ Chí Minh tại thành phố Côn Minh, tỉnh Vân Nam, Trung Quốc.",,,Phó Thủ tướng Trần Hồng Hà,,chiều 19/6,tại thành phố Côn Minh,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
23,https://baochinhphu.vn/thu-mung-nhan-ky-niem-50-nam-ngay-thiet-lap-quan-he-ngoai-giao-viet-nam-new-zealand-102250619163303203.htm,Thư mừng nhân kỷ niệm 50 năm Ngày thiết lập quan hệ ngoại giao Việt Nam New Zealand,19/06/2025 16:40,"Nhân dịp kỷ niệm 50 năm Ngày thiết lập quan hệ ngoại giao Việt Nam New Zealand (19/6/1975-19/6/2025), ngày 19/6/2025, Chủ tịch nước Lương Cường đã gửi thư mừng đến Toàn quyền Cindy Kiro.",,,Chủ tịch nước Lương Cường,,19/6/1975,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
24,https://baochinhphu.vn/tap-trung-dao-tao-nguon-nhan-luc-chat-luong-cao-phuc-vu-phat-trien-dat-nuoc-giai-doan-moi-102250619162322659.htm,"Tập trung đào tạo nguồn nhân lực chất lượng cao, phục vụ phát triển đất nước giai đoạn mới",19/06/2025 16:37,"Bộ trưởng Bộ GD&ĐT Nguyễn Kim Sơn cho biết, Bộ đã đưa ra nhiều giải pháp về đào tạo nguồn nhân lực chất lượng cao, cần sự tham gia của cả khối trường công lập và ngoài công lập.",Statement,cho biết,Bộ trưởng Bộ GD,,,,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
25,https://baochinhphu.vn/bo-truong-bo-tai-chinh-tra-loi-chat-van-day-du-di-thang-vao-cac-van-de-dai-bieu-dat-ra-102250619152342472.htm,"Bộ trưởng Bộ Tài chính trả lời chất vấn đầy đủ, đi thẳng vào các vấn đề đại biểu đặt ra",19/06/2025 15:23,"Phiên chất vấn diễn ra sôi nổi, các câu hỏi cơ bản bám sát vấn đề chất vấn, nội dung cụ thể, rõ ràng, ngắn gọn. Bộ trưởng Bộ Tài chính đã chuẩn bị kỹ lưỡng, trả lời đầy đủ, đi thẳng vào các vấn đề đại biểu đặt ra.",,,Bộ trưởng Bộ Tài,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
26,https://baochinhphu.vn/da-dang-cac-nguon-von-gop-phan-thuc-hien-muc-tieu-tang-truong-102250619143817365.htm,"Đa dạng các nguồn vốn, góp phần thực hiện mục tiêu tăng trưởng",19/06/2025 14:38,"Thống đốc Nguyễn Thị Hồng cho biết, tại phiên chất vấn, các đại biểu đã có nhiều câu hỏi chất vấn rất sâu sắc, đặt ra nhiều vấn đề để các cơ quan của Chính phủ nghiên cứu, thực hiện nhằm đạt được mục tiêu đề ra là tăng tốc, tăng trưởng tối thiểu 8% trở lên trong năm 2025 và chuẩn bị bước vào giai đoạn tăng trưởng 2 con số trong những năm tiếp theo.",Statement,cho biết,Chính phủ,,,tại phiên chất vấn,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
27,https://baochinhphu.vn/tong-bi-thu-to-lam-chu-tri-hoi-nghi-quan-uy-trung-uong-lan-thu-14-102250619135253457.htm,Tổng Bí thư Tô Lâm chủ trì Hội nghị Quân ủy Trung ương lần thứ 14,19/06/2025 14:12,"Ngày 19/6, tại Hà Nội, Quân ủy Trung ương nhiệm kỳ 2020-2025 đã tổ chức Hội nghị lần thứ mười bốn sơ kết công tác quân sự, quốc phòng 6 tháng đầu năm 2025, chỉ đạo phương hướng thực hiện nhiệm vụ quân sự, quốc phòng và xây dựng Đảng bộ Quân đội 6 tháng cuối năm 2025.",Statement,chỉ đạo,Quân ủy Trung ương,,Ngày 19/6,tại Hà Nội,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
28,https://baochinhphu.vn/khai-mac-hoi-bao-toan-quoc-2025-bao-chi-cach-mang-tu-hao-hanh-trinh-100-nam-vung-buoc-vao-ky-nguyen-moi-102250619122003429.htm,"Khai mạc Hội Báo toàn quốc 2025: Báo chí cách mạng tự hào hành trình 100 năm, vững bước vào kỷ nguyên mới",19/06/2025 12:19,"Sáng 19/6, tại Hà Nội, trong không khí rộn ràng và trang trọng, Hội Báo toàn quốc năm 2025 đã chính thức khai mạc tại Thủ đô Hà Nội với chủ đề: “Báo chí Việt Nam - Trung thành, Sáng tạo, Bản lĩnh, Đổi mới vì sự nghiệp xây dựng và bảo vệ Tổ quốc”.",,,,,Sáng 19/6,tại Hà Nội,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
29,https://baochinhphu.vn/thuc-day-lien-ket-chia-se-co-hoi-phat-trien-hai-hoa-ben-vung-va-bao-trum-giua-cac-nen-kinh-te-102250619115850694.htm,"Thúc đẩy liên kết, chia sẻ cơ hội phát triển hài hòa, bền vững và bao trùm giữa các nền kinh tế",19/06/2025 12:05,"Phó Thủ tướng Trần Hồng Hà nhấn mạnh điều này khi dự và phát biểu tại lễ khai mạc Hội chợ Trung Quốc - Nam Á lần thứ 9 và Hội chợ Xuất nhập khẩu Côn Minh lần thứ 29, tổ chức sáng 19/6, tại thành phố Côn Minh, tỉnh Vân Nam, Trung Quốc, theo lời mời của Chính phủ Trung Quốc và chính quyền tỉnh Vân Nam.",Statement,phát biểu,Phó Thủ tướng Trần Hồng Hà,,sáng 19/6,tại lễ khai mạc Hội chợ Trung Quốc - Nam Á lần thứ 9 và Hội chợ Xuất nhập khẩu Côn Minh lần thứ 29,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
30,https://baochinhphu.vn/quyet-liet-quan-ly-thue-trong-linh-vuc-thuong-mai-dien-tu-10225061911244769.htm,Quyết liệt quản lý thuế trong lĩnh vực thương mại điện tử,19/06/2025 11:59,Bộ trưởng Bộ Tài chính Nguyễn Văn Thắng cho biết ngành tài chính đã triển khai rất quyết liệt về quản lý thuế trong lĩnh vực thương mại điện tử và đạt được những kết quả ban đầu đáng khích lệ.,Statement,cho biết,Bộ trưởng Bộ Tài chính Nguyễn Văn Thắng,,,,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
31,https://baochinhphu.vn/bo-truong-bo-tai-chinh-kien-tao-moi-truong-kinh-doanh-thuan-loi-thao-go-rao-can-cho-doanh-nghiep-phat-trien-102250619092751424.htm,"Bộ trưởng Bộ Tài chính: Kiến tạo môi trường kinh doanh thuận lợi, tháo gỡ rào cản cho doanh nghiệp phát triển",19/06/2025 09:27,Phiên chất vấn và trả lời chất vấn tại kỳ họp thứ 9 Quốc hội khóa XV được bắt đầu từ sáng nay (19/6) đối với 2 nhóm vấn đề. Bộ trưởng Bộ Tài chính Nguyễn Văn Thắng là “Tư lệnh ngành” trả lời chấn vấn nhóm vấn đề đầu tiêu thuộc lĩnh vực tài chính.,Meeting,họp,Bộ trưởng Bộ Tài chính Nguyễn Văn Thắng,,19/6,tại kỳ họp thứ 9 Quốc hội khóa XV được bắt đầu từ sáng nay (19/6) đối với 2 nhóm vấn đề,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
32,https://baochinhphu.vn/gop-phan-dua-hoat-dong-chat-van-ngay-cang-tro-thanh-diem-nhan-quan-trong-cua-ky-hop-quoc-hoi-102250619083544898.htm,Góp phần đưa hoạt động chất vấn ngày càng trở thành điểm nhấn quan trọng của kỳ họp Quốc hội,19/06/2025 08:35,"Chủ tịch Quốc hội Trần Thanh Mẫn tin tưởng rằng, với trí tuệ, tinh thần trách nhiệm cao, các vị đại biểu Quốc hội và các thành viên Chính phủ sẽ tạo nên một phiên chất vấn và trả lời chất vấn sôi nổi, thành công, góp phần đưa hoạt động chất vấn ngày càng trở thành điểm nhấn quan trọng của kỳ họp, đáp ứng sự mong đợi của cử tri, Nhân dân và của chính các vị đại biểu Quốc hội.",Election,trở thành,Chủ tịch Quốc hội Trần Thanh Mẫn,,,,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
33,https://baochinhphu.vn/thu-tuong-tao-thuan-loi-nhat-cho-moi-thi-sinh-to-chuc-ky-thi-thpt-thuc-su-la-ngay-hoi-102250618190852566.htm,"Thủ tướng: Tạo thuận lợi nhất cho mỗi thí sinh, tổ chức kỳ thi THPT thực sự là 'ngày hội'",18/06/2025 22:01,"Thủ tướng Phạm Minh Chính nhấn mạnh yêu cầu tổ chức Kỳ thi tốt nghiệp THPT năm 2025 thực sự là ngày hội của toàn dân, toàn xã hội, của đất nước, của mỗi gia đình, mỗi thí sinh, tạo thuận lợi, điều kiện tốt nhất cho mỗi thí sinh thể hiện năng lực thực chất của mình, phản ánh trung thực, khách quan chất lượng dạy và học; đồng thời tiến tới tổ chức kỳ thi trên máy tính trong thời gian sớm nhất.",Statement,nhấn mạnh,Thủ tướng Phạm Minh Chính,,,,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
